id,rating,genre,director,writer,theater_date,runtime,rating_10_point,fresh
337,R,Art House and International|Drama|Special Interest,Yimou Zhang,Yan Geling,2011-12-21,142,5.7,0.0
338,PG-13,Drama|Mystery and Suspense,Clint Eastwood,Peter Morgan,2010-10-22,126,5.9,0.0
345,PG-13,Comedy|Drama,Tyler Perry,Tyler Perry,2014-03-14,111,5.1,0.0
346,PG-13,Drama|Romance,Joan Chen,Allison Burnett,2000-08-11,103,5.3,0.0
348,NR,Classics|Comedy,Frank Tashlin,Erna Lazarus,1956-01-01,95,6.0,1.0
349,G,Kids and Family|Science Fiction and Fantasy,John Henderson,unknown,1998-06-01,83,6.2,1.0
350,NR,Classics|Horror|Science Fiction and Fantasy,unknown,unknown,1953-06-13,80,6.2,1.0
352,PG,Drama|Romance,Michael Goldenberg,Michael Goldenberg,1995-06-01,87,5.5,0.0
353,NR,Art House and International|Comedy|Drama,Darko Lungulov,Darko Lungulov,2010-05-14,90,6.3,1.0
354,NR,Classics|Comedy|Musical and Performing Arts,David Butler,Frank Fenton|Harry Kurnitz|Lynn Root,1943-03-04,95,5.8,0.0
355,R,Comedy,Michael Tiddes,Marlon Wayans,2014-04-18,87,4.1,0.0
356,R,Drama,Laurence Dunmore,Stephen Jeffreys,2006-03-10,114,5.6,0.0
357,PG,Action and Adventure|Animation|Comedy|Kids and Family,Jorge Blanco,Joe Stillman,2009-11-20,91,4.9,0.0
359,PG,Action and Adventure|Drama,Sylvester Stallone,Sylvester Stallone,1982-05-28,99,5.7,1.0
361,NR,Drama|Special Interest,Roberto Sanchez Santos,unknown,,7,6.2,1.0
363,NR,Horror,Terence Fisher,Anthony Hinds|Jimmy Sangster,1966-01-12,90,6.5,1.0
364,PG-13,Comedy|Horror,Barry Sonnenfeld,Paul Rudnick,1993-11-19,94,6.5,1.0
365,R,Classics|Drama,Fred Haines,Fred Haines,,105,4.0,0.0
366,PG,Drama,Timothy Hutton,Karen Janszen,1998-09-11,98,4.2,0.0
367,PG-13,Drama,Stephen Bradley,Stephen Bradley,2015-05-08,100,6.2,1.0
368,G,Art House and International|Drama,Yasujiro Ozu,unknown,1953-11-03,134,9.3,1.0
369,R,Action and Adventure|Mystery and Suspense,Abel Ferrara,Alan Sharp|Elmore Leonard|James Borrelli,1989-04-01,97,5.3,0.0
370,PG-13,Drama|Romance,Don Roos,Don Roos,2000-11-17,106,6.2,1.0
372,NR,Comedy,Sam Hoffman,Sam Hoffman,,93,5.7,1.0
373,R,Action and Adventure|Comedy|Drama|Mystery and Suspense,Damon Dash|David Daniel,Damon Dash|Charlie Murphy|Terrence Mosley,2002-01-01,87,6.2,1.0
374,NR,Comedy|Musical and Performing Arts,Roy Del Ruth,Harry Clork|Dorothy Kingsley|Jerome Kern|Jack McGowan|Harry Clark|Oscar Hammerstein II,,117,6.2,1.0
375,R,Comedy|Kids and Family|Television,Blair Treu,Kent Pierce,2007-07-20,86,6.0,1.0
376,PG-13,Comedy|Drama,Diane Keaton,Nora Ephron|Delia Ephron,2000-02-18,95,5.4,0.0
377,R,Comedy|Drama|Musical and Performing Arts,Ang Lee,James Schamus,2009-08-28,121,6.0,1.0
379,R,Action and Adventure|Art House and International,Katsuhito Ishii,unknown,2003-04-16,108,6.2,1.0
380,NR,Art House and International|Drama,Dan Verete,Danny Verete,2002-03-15,83,7.0,1.0
384,NR,Classics|Comedy|Romance,George Stevens,unknown,1942-01-19,114,7.3,1.0
385,NR,Action and Adventure|Drama|Mystery and Suspense,Manfred Kohler,unknown,,93,6.2,1.0
386,PG,Action and Adventure|Classics|Horror,Bob Kelljan,Joan Torres|Raymond Koenig|Maurice Jules,1973-06-27,95,4.8,0.0
387,NR,Action and Adventure|Classics|Western|Romance,Tom Gries,Tom Gries,1968-04-10,109,6.9,1.0
388,G,Classics|Drama,Jules Dassin,Richard Brooks,1947-01-01,94,7.0,1.0
390,PG-13,Action and Adventure|Science Fiction and Fantasy,Adam Silver|Ben Hayflick,Ben Hayflick|Adam Silver,2010-05-25,94,6.2,1.0
391,PG,Comedy|Drama,Matt Clark,Hugh Leonard,,102,6.0,1.0
392,R,Drama,Gregory Nava,Anna Thomas|Gregory Nava,1995-05-03,125,7.1,1.0
393,PG,Classics|Drama,Richard Brooks,Richard Brooks,1960-07-07,146,7.4,1.0
394,PG-13,Drama,Greg Berlanti,Isaac Aptaker|Elizabeth Berger,2018-03-16,109,7.0,1.0
396,R,Art House and International|Comedy|Drama,Jonathan Demme,unknown,1986-10-22,113,7.1,1.0
397,PG,Classics|Drama,Elia Kazan,Tennessee Williams|Oscar Saul,1951-09-19,122,6.2,1.0
398,R,Comedy|Drama|Mystery and Suspense,unknown,unknown,2002-09-20,103,6.6,1.0
400,PG-13,Action and Adventure,Roger Donaldson,Leslie Bohem,1997-02-07,109,5.1,0.0
401,R,Drama,Steven Spielberg,Steven Zaillian,1993-12-15,196,7.9,1.0
402,NR,Comedy|Drama,Tom Barman,Tom Barman,,127,6.2,1.0
403,NR,Comedy|Science Fiction and Fantasy,Sidney Miller,unknown,,75,6.2,1.0
404,PG,Horror,Arthur Hiller,Steve Shagan|Bud Shrake|Martin Cruz Smith,,103,4.1,0.0
406,PG,Action and Adventure|Art House and International|Drama|Kids and Family|Science Fiction and Fantasy,Vladimir Grammatikov,William Aldridge,1987-07-01,95,6.0,1.0
408,PG,Action and Adventure|Drama|Mystery and Suspense,Tony Maylam,Tony Maylam|John Bailey,,99,5.0,0.0
409,R,Comedy,Barry Battles,Barry Battles|Griffin Hood,2013-01-11,98,5.2,0.0
410,R,Drama|Musical and Performing Arts,Darnell Martin,Darnell Martin,2008-12-05,108,6.1,1.0
411,NR,Classics|Drama|Mystery and Suspense,Jack Bernhard,unknown,1948-07-24,78,6.2,0.0
412,R,Comedy|Science Fiction and Fantasy,William Sachs,William Sachs,1980-06-06,95,4.0,0.0
413,NR,Action and Adventure|Art House and International|Science Fiction and Fantasy,Sarik Andreasyan,Andrey Gavrilov,,100,6.2,1.0
414,PG-13,Art House and International|Comedy,Georges Lautner,unknown,,87,6.2,1.0
415,PG,Art House and International|Drama,Bernardo Bertolucci,Bernardo Bertolucci,1982-02-12,98,7.0,1.0
417,R,Art House and International|Drama,unknown,unknown,1998-01-16,120,7.1,1.0
418,PG-13,Action and Adventure|Drama|Mystery and Suspense,Pete Travis,unknown,2008-02-20,90,5.7,0.0
419,PG-13,Mystery and Suspense|Science Fiction and Fantasy,Jennifer Yuh Nelson,Chad Hodge,2018-08-03,105,5.0,0.0
420,NR,Classics|Drama|Musical and Performing Arts|Mystery and Suspense,Jack Webb,unknown,1955-07-31,95,6.2,0.0
421,NR,Art House and International|Comedy|Drama,Ettore Scola,unknown,,158,6.2,1.0
422,R,Comedy,Gerald Thomas,Dave Freeman,,95,6.2,1.0
423,NR,Documentary|Musical and Performing Arts,Dave Grohl,Mark Monroe,2013-02-01,108,7.1,1.0
425,PG-13,Comedy,Mel Smith,Robin Driscoll|Richard Curtis|Rowan Atkinson,1997-11-07,92,5.8,0.0
426,NR,Action and Adventure|Classics|Drama|Western,William Witney,unknown,1948-12-29,60,6.2,1.0
427,PG,Art House and International|Drama,Bruce Beresford,Paul Pender,2002-12-13,96,6.2,1.0
428,PG-13,Action and Adventure|Drama,unknown,Sylvester Stallone,1990-11-16,105,4.7,0.0
430,PG,Drama|Science Fiction and Fantasy,unknown,Robert Bailey,,88,4.0,0.0
432,PG-13,Comedy,unknown,unknown,2001-06-29,70,4.9,0.0
433,PG-13,Action and Adventure|Mystery and Suspense,Doug Liman,Tony Gilroy|William Blake Herron,2002-06-14,117,6.7,1.0
435,NR,Art House and International|Comedy,Giuseppe Bertolucci,Roberto Benigni|Giuseppe Bertolucci,1977-01-01,91,6.2,1.0
436,NR,Mystery and Suspense,Justin Price, Christina Trevino,2010-09-10,90,6.2,1.0
437,PG,Action and Adventure|Art House and International,Lucio Fulci,unknown,,105,6.0,1.0
438,R,Action and Adventure,Bruce Malmuth,David Shaber|Paul Sylbert,1981-04-04,100,6.2,1.0
439,NR,Art House and International|Comedy|Drama,Werner Herzog,Werner Herzog,1977-01-12,108,7.4,1.0
440,R,Classics|Drama,Bryan Forbes,Bryan Forbes,1968-09-11,120,5.6,0.0
442,R,Action and Adventure|Horror|Science Fiction and Fantasy,Tobe Hooper,unknown,1985-06-21,100,5.6,1.0
443,PG-13,Action and Adventure|Science Fiction and Fantasy,Tim Story,Mark Frost|Michael France|Carl Johansen,2005-07-08,123,5.3,0.0
444,PG-13,Drama|Romance,Anthony Page,Leonard Gross,,116,6.2,1.0
445,R,Comedy|Drama|Mystery and Suspense,Alan Rudolph,Claude Kerven|William Reilly,1991-04-19,102,5.8,1.0
446,NR,Action and Adventure,William Beaudine,unknown,1941-07-04,69,6.2,1.0
447,R,Drama,Jack Nicholson,Jeremy Larner|Jack Nicholson,1971-06-13,95,6.3,1.0
448,NR,Action and Adventure|Classics|Comedy|Drama,Ralph Nelson,Frank Tarloff|Peter Stone,1964-12-10,116,5.9,0.0
450,PG,Comedy|Drama|Science Fiction and Fantasy|Romance,Stewart Raffill,unknown,,98,4.1,0.0
451,R,Drama|Mystery and Suspense,David Mamet,David Mamet,1994-11-04,89,6.2,1.0
452,PG,Action and Adventure|Animation|Science Fiction and Fantasy,Kevin Munroe,Kevin Munroe,2007-03-23,86,6.2,1.0
453,PG,Action and Adventure|Kids and Family|Science Fiction and Fantasy,John Schultz,unknown,2009-07-31,86,4.8,0.0
455,NR,Drama,Alexander Kluge,unknown,,129,6.2,1.0
456,R,Action and Adventure|Horror,Christophe Gans,Roger Avary,2006-04-21,125,5.3,0.0
457,R,Drama|Horror|Mystery and Suspense,Ken Wiederhorn,unknown,1981-03-27,85,6.2,1.0
458,PG-13,Comedy|Romance,Woody Allen,Woody Allen,2011-06-10,94,7.2,1.0
459,NR,Art House and International|Comedy|Drama,Robert Hartford-Davis,Michael Bentine|Robert Hartford-Davis,,95,6.2,1.0
460,R,Comedy|Drama,Martha Coolidge,Calder Willingham,1991-09-10,115,6.8,1.0
461,PG,Action and Adventure|Comedy,Robert Young,Jack Rosenthal,1999-05-28,90,6.2,1.0
462,R,Horror,Danny Cannon,Stephen Gaghan|Trey Callaway,1998-11-13,100,4.3,0.0
465,PG,Drama,Rowdy Herrington,Rowdy Herrington|Bill Pryor|Tony DePaul,2004-04-30,128,5.7,0.0
466,R,Mystery and Suspense|Romance,Clint Eastwood,Jo Heims|Dean Riesner,1971-01-01,102,7.2,1.0
468,PG-13,Comedy|Drama,Brian Robbins,John Gatins,2001-09-14,115,5.7,0.0
469,PG-13,Documentary|Musical and Performing Arts|Special Interest,Leon Gast,unknown,2010-07-30,88,6.2,1.0
470,PG-13,Action and Adventure,unknown,unknown,1986-01-17,117,3.6,0.0
471,R,Comedy|Drama|Mystery and Suspense,unknown,Ron Peer|Joel Cohen|Alec Sokolow,1998-04-16,115,5.0,0.0
472,NR,Drama|Kids and Family,Torun Lian,Torun Lian,,95,6.2,1.0
473,NR,Art House and International|Drama|Romance,Jean-Jacques Beineix,Jean-Jacques Beineix|Philippe Djian,1986-04-09,121,6.4,1.0
474,NR,Art House and International|Drama,unknown,unknown,,90,6.2,1.0
475,NR,Action and Adventure|Western|Romance,Jacques Tourneur,Ernest Pascal,1946-07-17,91,6.2,1.0
476,R,Art House and International|Drama,unknown,unknown,,110,6.0,1.0
477,R,Art House and International|Documentary|Drama|Special Interest,unknown,unknown,2003-10-08,133,7.6,1.0
478,R,Art House and International|Cult Movies|Drama,Tinto Brass,Tinto Brass|Ennio De Concini|Maria Pia Fusco,1976-12-31,110,5.7,0.0
479,R,Comedy|Drama,Jeremy Podeswa,Jeremy Podeswa,2000-07-14,105,6.7,1.0
482,PG,Action and Adventure|Animation|Comedy|Science Fiction and Fantasy,Simon Wells,Simon Wells|Wendy Wells,2011-03-11,88,5.4,0.0
483,NR,Art House and International|Drama,Jayro Bustamante,Jayro Bustamante,2016-08-19,91,6.9,1.0
484,NR,Comedy|Drama,William Slater,unknown,,100,6.2,1.0
486,NR,Comedy|Drama,Nanni Moretti,Nanni Moretti|Federica Pontremoli|Francesco Piccolo,2012-04-06,104,6.2,1.0
487,PG,Drama,Steven Spielberg,Tom Stoppard|Menno Meyjes,1987-12-09,153,6.7,1.0
488,PG,Animation|Comedy|Kids and Family,unknown,Spike Feresten|Jerry Seinfeld|Barry Marder|Andy Robin|Chuck Martin|Tom Papa,2007-11-02,90,6.1,0.0
489,R,Comedy,Tony Bill,Mitch Markowitz,1990-04-11,91,4.5,0.0
490,NR,Action and Adventure|Art House and International,Rohit Shetty,unknown,,145,5.0,0.0
491,PG,Comedy|Kids and Family,Adam Shankman,Sam Harper,2005-12-21,93,4.7,0.0
492,NR,Action and Adventure,Richard Stroud,unknown,,110,6.2,1.0
493,R,Drama|Horror|Mystery and Suspense,Larry Cohen,Larry Cohen,1984-11-16,103,5.4,0.0
494,G,Animation|Drama|Kids and Family|Science Fiction and Fantasy,Hayao Miyazaki,Hayao Miyazaki,1988-01-01,87,7.7,1.0
495,PG,Comedy|Drama,unknown,Miguel Tejada-Flores|Tim Metcalfe|Richard Martini,,98,6.2,1.0
496,NR,Action and Adventure|Science Fiction and Fantasy,Michael Shackleton,unknown,,93,6.2,1.0
497,PG-13,Comedy|Drama|Romance,Martin Ritt,unknown,1985-12-25,108,6.5,1.0
499,R,Comedy,Dennis Klein,unknown,,96,6.2,1.0
500,NR,Art House and International|Drama|Mystery and Suspense,Monica Stambrini|Monica Lisa Stambrini,Monica Stambrini|Anne Riitta Ciccone|Elena Stancanelli|Monica Lisa Stambrini,2002-07-23,88,5.2,0.0
502,NR,Horror,Lawrence Gough,unknown,2009-06-21,76,5.9,1.0
503,R,Art House and International|Classics|Drama|Horror|Science Fiction and Fantasy,Peter Sasdy,Anthony Hinds|John Elder,1970-06-07,95,5.8,1.0
504,PG,Comedy,Jared Hess,Jared Hess|Jerusha Hess,2004-06-11,86,6.2,1.0
505,R,Comedy,Jordan Vogt-Roberts,Chris Galletta,2013-05-31,95,6.8,1.0
507,R,Art House and International|Drama|Musical and Performing Arts,Arne Glimcher|Arnold Glimcher,Cynthia Cidre,1992-02-28,85,6.4,1.0
508,R,Drama|Horror|Mystery and Suspense,Robert Rodriguez,Robert Krutzman|Quentin Tarantino,1996-01-19,107,6.2,1.0
509,NR,Classics|Drama|Romance,Edmund Goulding,unknown,1946-01-01,146,6.2,1.0
512,NR,Art House and International|Classics|Drama|Romance,Norman Foster|Alfredo Gomez de la Vega,unknown,,111,6.2,1.0
513,NR,Action and Adventure|Drama,Tim Burstall,Roger Marshall|Roger Marshall,1982-02-05,84,6.2,1.0
515,NR,Action and Adventure|Western,Lesley Selander,Richard Alan Simmons|Martin Berkeley,,89,6.2,1.0
516,NR,Drama|Mystery and Suspense,Gordon Hessler,unknown,,78,6.2,1.0
517,PG,Horror,Vernon Sewell,Mervyn Haisman|Henry Lincoln,,87,6.2,0.0
518,R,Comedy|Romance,Christian Ditter,Juliette Towhidi,2015-02-06,102,5.3,0.0
520,PG,Drama|Kids and Family,John Stephenson,Candace Lee|Eric Newman,2013-11-22,100,6.2,1.0
522,G,Documentary|Special Interest|Sports and Fitness,unknown,Jonathan Hock,2000-05-05,45,6.2,1.0
523,R,Horror,Stephen Carpenter|Jeffrey Obrow,unknown,1982-04-01,85,3.0,0.0
524,NR,Drama,Ingmar Bergman,Ingmar Bergman,1957-12-26,90,8.1,1.0
526,G,Classics|Comedy|Drama|Kids and Family|Musical and Performing Arts,Norman Jewison,Joseph Stein,1971-11-03,179,7.4,1.0
527,NR,Action and Adventure|Documentary|Television,Jackie Chan|Xavier Lee,Bey Logan,,90,7.0,0.0
528,R,Comedy|Drama,Tamara Jenkins,Tamara Jenkins,2007-11-28,114,7.1,1.0
531,PG,Action and Adventure|Drama|Mystery and Suspense|Television|Western,Tab Murphy,Tab Murphy,1995-09-08,117,5.5,1.0
533,PG-13,Classics|Comedy,David Swift,Jim Fritzell|Everett Greenbaum|David Swift,1964-07-22,130,6.2,1.0
534,R,Drama,Peter Bogdanovich,Anna Hamilton Phelan|Peter Bogdanovich,1985-03-08,120,6.2,1.0
535,NR,Comedy,Gerald Thomas,John Antrobus|Norman Hudis,,85,6.2,1.0
537,R,Action and Adventure|Drama|Mystery and Suspense|Romance,Richard Lester,Charles Wood|Charles Wood,1979-12-21,121,5.4,0.0
539,R,Art House and International|Comedy|Drama|Romance,Jenniphr Goodman,Duncan North|Greer Goodman|Jenniphr Goodman,2000-08-04,87,6.6,1.0
541,NR,Drama|Romance,Ken Loach,Paul Laverty,1998-06-26,127,6.8,1.0
542,R,Action and Adventure|Mystery and Suspense,John Dahl,unknown,2001-10-05,96,6.6,1.0
544,NR,Classics|Drama|Mystery and Suspense,Phil Karlson,unknown,1945-09-29,64,7.1,0.0
545,R,Classics|Comedy|Drama|Television,Robert Aldrich,Lukas Heller,1968-12-12,138,6.7,1.0
547,PG-13,Classics|Comedy|Romance,Billy Wilder,unknown,1964-12-22,126,6.5,1.0
548,R,Comedy|Drama,Denys Arcand,unknown,1993-01-01,100,6.2,1.0
549,R,Action and Adventure|Art House and International|Comedy|Drama,Stanley Long,Suzanne Mercer,,89,6.2,1.0
550,NR,Comedy|Science Fiction and Fantasy,Franco Amurri,unknown,,96,6.2,1.0
551,NR,Comedy|Science Fiction and Fantasy,Peter Ustinov,unknown,,111,6.2,0.0
552,R,Comedy|Drama,Evan Dunsky,Evan Dunsky,1997-01-01,91,5.8,1.0
554,PG-13,Action and Adventure|Drama|Horror|Western,Jimmy Hayward,Mark Neveldine|Brian Taylor,2010-06-18,84,4.6,0.0
555,PG-13,Comedy|Drama,Lesli Linka Glatter,unknown,1995-10-20,96,4.8,0.0
556,R,Drama,Louis Malle,David Hare,,111,6.7,1.0
559,PG,Comedy|Kids and Family,Neal Israel,Dan Gordon,1993-08-20,87,4.5,0.0
560,NR,Musical and Performing Arts|Special Interest,unknown,Charles MacArthur|Harry Ruskin,1930-04-20,93,6.2,1.0
561,PG-13,Action and Adventure|Art House and International|Drama|Kids and Family|Mystery and Suspense,John Leekley,John Leekley,2000-08-01,109,4.2,0.0
562,NR,Art House and International|Drama|Mystery and Suspense,Mastan Burmawalla|Abbas Alibhai Burmawalla|Mastan Alibhai Burmawalla,Javed Siddiqui|Robin Bhatt|Akash Khurana,1993-11-12,175,6.2,1.0
563,PG-13,Comedy|Drama|Romance,Clare Kilner,Dana Fox,2005-02-04,89,4.9,0.0
564,PG,Action and Adventure|Animation|Comedy,unknown,unknown,2008-11-21,96,6.8,1.0
565,R,Art House and International|Documentary|Special Interest,Nick Broomfield,unknown,1993-10-09,90,7.4,1.0
566,G,Art House and International|Drama|Romance,Gillian Armstrong,Eleanor Witcombe,1979-08-17,101,6.6,1.0
567,PG-13,Comedy,Trish Sie,Mike White|Kay Cannon,2017-12-22,90,5.2,0.0
571,R,Action and Adventure|Art House and International,Shigehiro Ozawa,unknown,1974-11-01,92,5.3,1.0
572,PG-13,Action and Adventure|Comedy|Drama,Dennis Dugan,David Ronn|Jay Scherick,2003-01-17,91,4.4,0.0
573,PG-13,Comedy|Drama,unknown,unknown,2005-09-23,118,6.1,1.0
576,NR,Action and Adventure|Art House and International,unknown,unknown,,90,5.0,0.0
578,PG,Comedy|Drama,Woody Allen,Woody Allen,1987-01-30,96,7.4,1.0
579,PG-13,Mystery and Suspense,John Curran,Taylor Allen|Andrew Logan,2018-04-06,101,6.7,1.0
580,NR,Classics|Western|Romance,unknown,Paul Fix,1944-09-29,79,6.2,1.0
581,PG-13,Comedy|Drama|Science Fiction and Fantasy,Gary Ross,Gary Ross,1998-10-23,125,7.4,1.0
582,R,Drama|Mystery and Suspense,Anton Corbijn,Andrew Bovell,2014-07-25,121,6.9,1.0
583,R,Drama|Romance,David Lean,Robert Bolt,1970-11-09,174,5.4,0.0
584,NR,Drama|Mystery and Suspense,unknown,Warren Douglas,,80,6.2,1.0
585,R,Action and Adventure|Mystery and Suspense,Antoine Fuqua,Richard Wenk,2018-07-20,129,6.2,1.0
586,NR,Documentary|Special Interest,unknown,unknown,,90,7.2,1.0
588,R,Action and Adventure|Drama,Steve Carver,Norman Wexler,1976-07-30,100,4.0,0.0
589,NR,Animation|Anime and Manga|Art House and International|Horror|Science Fiction and Fantasy,Toyoo Ashida|Carl Macek,unknown,,80,5.4,1.0
590,PG-13,Drama|Romance,Justin Chadwick,Peter Morgan,2008-02-29,115,5.8,0.0
592,NR,Art House and International|Comedy|Romance,Hark Tsui,unknown,,109,6.2,1.0
594,PG,Action and Adventure|Comedy|Science Fiction and Fantasy,Ivan Reitman,Harold Ramis|Dan Aykroyd|Peter Torokvei,1984-06-08,105,7.8,1.0
595,R,Comedy|Drama,Forest Whitaker,Terry McMillan|Ronald Bass,1995-12-22,123,5.9,1.0
596,G,Documentary|Special Interest,Adam Ravetch|Sarah Robertson,Linda Woolverton|Mose Richards|Kristin Gore,2007-08-17,86,6.0,1.0
597,PG,Comedy|Drama|Romance,Lawrence Kasdan,Anne Tyler|Frank Galati|Lawrence Kasdan,1988-12-23,121,6.9,1.0
598,NR,Classics|Drama|Mystery and Suspense,Vincent Sherman,unknown,1947-02-22,111,6.2,1.0
599,R,Drama|Mystery and Suspense|Romance,unknown,Bernard MacLaverty,,104,6.5,1.0
601,PG,Action and Adventure|Science Fiction and Fantasy,unknown,Lawrence Konner|Mark Rosenthal,1987-07-24,91,4.1,0.0
602,R,Drama,Richard Loncraine,Desmond Lowden|Richard Loncraine|Michael Wearing,,112,6.1,1.0
603,R,Drama,John Singleton,John Singleton,1993-07-23,104,5.1,0.0
604,R,Documentary|Musical and Performing Arts|Special Interest,Kwame Amoaku,unknown,2003-12-31,86,6.2,1.0
605,PG-13,Comedy|Special Interest,Peter Segal,Bonnie Turner,1995-03-31,95,5.7,0.0
607,PG,Drama|Mystery and Suspense|Science Fiction and Fantasy,Chuck Bail,unknown,1986-07-01,95,6.2,1.0
608,R,Comedy|Drama,Phil Alden Robinson,Daniel Taplitz,2014-05-23,87,4.8,0.0
609,NR,Classics|Drama|Mystery and Suspense,Anatole Litvak,Paul Dehn|Joseph Kessel,1967-02-02,144,5.8,0.0
610,PG-13,Action and Adventure|Mystery and Suspense|Romance,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck|Christopher McQuarrie|Julian Fellowes,2010-12-10,103,5.1,0.0
611,R,Drama|Mystery and Suspense,Clint Eastwood,Brian Helgeland,2003-10-08,137,7.3,1.0
612,R,Action and Adventure|Comedy|Drama|Mystery and Suspense,Joseph Ruben,David Loughery|Doug Richardson,1995-11-22,110,4.7,0.0
613,NR,Classics|Musical and Performing Arts,John Berry,Leslie Bush-Fekete,,94,6.2,1.0
614,PG,Classics|Drama|Western,Mark Rydell,unknown,1972-01-13,128,6.2,1.0
615,PG,Art House and International|Drama,Hsiao-hsien Hou,unknown,1986-01-01,109,6.2,1.0
617,NR,Action and Adventure|Drama|Western,William Wyler,Jo Swerling|Niven Busch,1940-01-01,100,7.6,1.0
618,PG,Drama,unknown,Bob Bonney,,110,6.2,1.0
619,PG,Comedy|Kids and Family|Science Fiction and Fantasy,Michael Rubbo,Michael Rubbo,,96,6.2,1.0
620,R,Action and Adventure,Raymond Martino,Raymond Martino,,94,6.2,1.0
622,R,Drama,Francis Ford Coppola,Francis Ford Coppola|Mario Puzo,1972-03-24,175,6.2,1.0
623,R,Art House and International|Drama|Mystery and Suspense,Guy Maddin,Guy Maddin|George Toles,2012-04-06,93,6.2,1.0
624,NR,Classics|Comedy|Musical and Performing Arts,George Sidney,Dorothy Kingsley|Bella Spewack|Sam Spewack,1953-11-26,110,6.2,1.0
626,R,Horror|Mystery and Suspense|Science Fiction and Fantasy,James Isaac,Todd Farmer,2002-04-26,91,4.2,0.0
627,R,Animation|Documentary|Drama,Brett Morgen,Brett Morgen,2008-02-27,100,6.6,1.0
628,PG,Drama|Kids and Family,Mira Nair,William Wheeler,,124,6.2,1.0
631,R,Comedy|Romance,Roderick Taylor,unknown,1990-06-01,94,6.2,1.0
632,NR,Art House and International|Drama|Romance,Karim Traidia,unknown,,86,6.2,1.0
633,NR,Drama,Tze Chun,Tze Chun,2010-03-12,86,6.4,1.0
635,R,Horror,Mike Mendez,unknown,2000-01-20,84,6.2,1.0
636,NR,Special Interest,Andreas Morell,unknown,,90,6.2,1.0
638,R,Comedy|Drama|Mystery and Suspense,John Herzfeld,John Herzfeld,1996-09-27,107,6.2,1.0
639,R,Drama|Mystery and Suspense|Science Fiction and Fantasy,Abel Ferrara,Abel Ferrara|Christ Zois,1999-10-01,93,4.5,0.0
640,NR,Classics|Drama|Mystery and Suspense,Douglas Sirk,Helen Deutsch|Samuel Fuller,1949-01-01,79,6.2,1.0
641,NR,Drama,unknown,unknown,,104,4.0,0.0
642,NR,Classics|Drama|Romance,John Cromwell,Richard Sherman,,102,6.1,1.0
643,PG-13,Comedy,Dave McCary,Kevin Costello,2017-07-28,97,6.2,1.0
644,R,Drama|Mystery and Suspense,unknown,unknown,,101,5.1,0.0
645,NR,Documentary|Musical and Performing Arts,unknown,unknown,,152,6.2,1.0
646,PG-13,Comedy|Drama|Mystery and Suspense,unknown,unknown,2014-03-14,108,6.4,1.0
647,NR,Drama|Musical and Performing Arts,Joseph Pevney,Don McGuire,1952-04-01,86,6.2,1.0
648,R,Action and Adventure|Classics|Western,Howard Hawks,Jules Furthman|Leigh Brackett,1959-04-04,142,7.8,1.0
651,R,Drama|Mystery and Suspense,Sam Peckinpah,Rod Lurie|Sam Peckinpah|David Zelag Goodman|David Z Goodman,1971-12-29,118,8.0,1.0
654,PG-13,Comedy|Drama,Howard Deutch,John Hughes,1986-02-28,96,6.2,1.0
655,R,Comedy|Drama,Robert Altman,Frank Barhydt|Robert Altman,1993-10-03,184,7.4,1.0
656,G,Kids and Family,Steve Gomer,Stephen White,1998-04-03,75,4.6,0.0
658,R,Comedy,George Huang,George Huang,1995-03-21,93,6.3,1.0
659,R,Comedy,Brian DePalma,Michael Cristofer,1990-12-21,126,6.2,1.0
661,PG,Comedy|Romance,Joel Zwick,Nia Vardalos,2002-04-19,95,6.6,1.0
663,PG,Comedy|Science Fiction and Fantasy,Les Mayfield,Shawn Schepps|Dana Olsen|George Zaloom,1992-05-22,88,4.1,0.0
664,NR,Art House and International|Drama,Tian Zhuangzhuang,Xiao Mao,1993-10-02,150,6.2,1.0
665,PG-13,Art House and International|Drama,Karen Shakhnazarov,Aleksandr Borodyanskiy|Karen Shakhnazarov,2001-01-01,104,6.2,1.0
666,NR,Drama|Mystery and Suspense,Paul Wendkos,unknown,,313,6.2,1.0
667,PG,Animation|Kids and Family,Clay Kaytis|Fergal Reilly,Jon Vitti,2016-05-20,95,5.5,0.0
669,PG,Action and Adventure|Science Fiction and Fantasy,Terry Gilliam,Terry Gilliam|Charles McKeown,,127,7.0,1.0
671,PG,Comedy|Kids and Family,unknown,Steven Brill|Jim Burnstein,1996-10-04,104,3.8,0.0
672,PG-13,Drama|Horror,Bill Duke,Brian Bird,2009-01-09,100,5.4,0.0
673,PG,Drama,Mike Tollin|Michael Tollin,Mike Rich,2003-10-24,109,5.5,0.0
674,R,Comedy|Mystery and Suspense,William Friedkin,Tracy Letts,2012-07-27,102,6.7,1.0
675,PG,Drama,David Lean,Santha Rama Rau|David Lean,1984-12-14,164,6.2,1.0
676,NR,Action and Adventure|Drama,Robert Iscove,unknown,,90,6.2,1.0
678,NR,Drama|Romance,David Miller,William Ludwig|Eleanore Griffin|Fannie Hurst,,107,6.2,0.0
679,NR,Documentary|Drama|Special Interest,Yoav Potash,unknown,2011-07-01,93,6.2,1.0
680,NR,Drama,Pierre Chenal,unknown,,91,4.7,0.0
